49, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1894,45, Cuba, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3325,0,50, Poland, >50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, South, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, France, <=50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,93, Vietnam, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Columbia, <=50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,35, Japan, >50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1503,40, El-Salvador, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Trinadad&Tobago, >50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Japan, >50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Taiwan, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Jamaica, >50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Yugoslavia, >50K
37, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Cambodia, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, <=50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Haiti, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Ecuador, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,35, Dominican-Republic, <=50K
29, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Columbia, <=50K
20, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,79, Thailand, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Protective-serv, Other-relative, Other, Female,0,0,60, Italy, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,44, Nicaragua, >50K
35, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Thailand, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,35, France, <=50K
50, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,36, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
25, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Female,0,0,24, Thailand, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,6086,0,84, Columbia, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Taiwan, >50K
66, Private, Prof-school, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Laos, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,24, Ireland, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,1892,66, India, >50K
45, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Peru, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
60, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, Scotland, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
68, Self-emp-not-inc, Assoc-acdm, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,20, Ireland, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Peru, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Mexico, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, Vietnam, >50K
56, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Hungary, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,1845,15, Guatemala, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Laos, <=50K
42, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,60, France, <=50K
48, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Columbia, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Iran, <=50K
28, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Laos, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, China, >50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,30, Hong, >50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, Hungary, <=50K
55, Private, HS-grad, Separated, Craft-repair, Wife, Other, Female,0,0,35, Columbia, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,2281,0,40, Columbia, >50K
53, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
48, Private, Assoc-voc, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,7687,0,40, Laos, >50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,2440,0,40, Mexico, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
56, Self-emp-inc, Doctorate, Divorced, Sales, Unmarried, Other, Male,0,2389,60, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Vietnam, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
69, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, South, <=50K
50, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,35, Iran, <=50K
25, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, Trinadad&Tobago, <=50K
56, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,2881,0,50, Haiti, <=50K
25, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,45, Columbia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Thailand, <=50K
52, Private, Some-college, Widowed, Other-service, Unmarried, Black, Male,0,0,40, United-States, >50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, South, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Philippines, <=50K
28, Private, Bachelors, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Female,7687,0,32, South, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,32, Italy, <=50K
57, Self-emp-inc, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,26176,0,20, Puerto-Rico, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
65, Private, Assoc-voc, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,2434,40, Yugoslavia, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,1717,40, Guatemala, >50K
29, State-gov, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,20, Portugal, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,4386,0,52, Haiti, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Ireland, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,6, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, <=50K
90, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,5178,0,40, Nicaragua, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, Poland, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,24, El-Salvador, <=50K
64, Private, HS-grad, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
33, Private, Masters, Separated, Handlers-cleaners, Own-child, Other, Male,0,0,50, Nicaragua, >50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,75, South, >50K
25, State-gov, 11th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, El-Salvador, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,12, Iran, >50K
72, State-gov, Assoc-acdm, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,1371,40, Nicaragua, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, South, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,32, South, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ireland, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Scotland, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
30, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,2554,0,60, Vietnam, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
56, Private, Masters, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,10, Greece, <=50K
70, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Laos, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Puerto-Rico, >50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Vietnam, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, India, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,45, Hungary, >50K
62, Self-emp-not-inc, Assoc-voc, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,20, Dominican-Republic, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Ireland, >50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,3, China, <=50K
61, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Trinadad&Tobago, <=50K
38, Private, Some-college, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Taiwan, >50K
53, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
33, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Nicaragua, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,45, Jamaica, <=50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, England, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Honduras, <=50K
31, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Ecuador, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
43, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Laos, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2302,0,40, India, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Scotland, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,86, Iran, >50K
41, Private, Masters, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Haiti, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,54, Jamaica, <=50K
46, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1669,40, Thailand, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
56, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,30, Peru, <=50K
29, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Yugoslavia, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,30, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Taiwan, <=50K
55, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, England, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,20, France, <=50K
32, Private, Bachelors, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
61, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Mexico, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
80, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,21, Guatemala, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
23, State-gov, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,1723,20, Mexico, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Cambodia, >50K
