45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,53, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, Puerto-Rico, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3801,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,64, United-States, <=50K
36, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
66, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
38, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,42, United-States, <=50K
41, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
52, Private, 5th-6th, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,2969,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,70, Germany, <=50K
40, Private, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, El-Salvador, <=50K
68, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
56, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
51, Federal-gov, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
38, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, State-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,20, Philippines, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
21, Private, 9th, Separated, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,0,2322,85, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,73, United-States, <=50K
37, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Iran, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,35, Philippines, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,50, United-States, >50K
24, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, 9th, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4332,0,45, Dominican-Republic, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
61, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,9722,0,40, Haiti, <=50K
22, Local-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
23, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Prof-school, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
20, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
64, Private, Masters, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
47, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,84, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,3103,0,45, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3924,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Peru, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Separated, Craft-repair, Wife, White, Male,0,0,35, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,45, United-States, >50K
26, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
35, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,5855,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
53, Private, 7th-8th, Divorced, Sales, Wife, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, <=50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
34, Private, Prof-school, Never-married, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Other-service, Wife, Other, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,12, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
37, Self-emp-inc, Prof-school, Married-spouse-absent, Prof-specialty, Wife, White, Male,7687,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, Poland, <=50K
28, State-gov, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,20, United-States, >50K
59, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, China, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
