51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
49, Private, Assoc-voc, Widowed, Sales, Own-child, White, Male,0,0,37, Trinadad&Tobago, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, El-Salvador, >50K
21, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,25, South, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,43, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, >50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,29, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,36, Hungary, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,8, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, China, <=50K
41, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Local-gov, 11th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,2723,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
35, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
65, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Holand-Netherlands, <=50K
90, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,3042,54, United-States, >50K
19, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,29, Guatemala, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1994,40, United-States, <=50K
58, Private, 7th-8th, Divorced, Priv-house-serv, Not-in-family, Other, Male,0,0,20, Portugal, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,19, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
47, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Scotland, <=50K
65, Private, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,5178,0,40, Greece, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Poland, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,35, England, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
22, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1878,40, United-States, >50K
40, Private, HS-grad, Separated, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
50, Private, Assoc-voc, Divorced, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, China, <=50K
23, Private, 1st-4th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
31, State-gov, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
27, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, South, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
59, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,38, United-States, >50K
73, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2189,50, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,7888,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Thailand, <=50K
28, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4499,0,36, Columbia, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4098,0,40, United-States, >50K
62, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, State-gov, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3738,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Federal-gov, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,36, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
53, Private, Some-college, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, Peru, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,43, Ecuador, >50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,20, Cambodia, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Haiti, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
66, State-gov, 10th, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,32, Thailand, <=50K
40, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,1887,40, Portugal, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,91, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,15, Germany, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,15, Haiti, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Laos, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, State-gov, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,38, Columbia, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,91, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3437,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,99999,0,50, Jamaica, >50K
43, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Peru, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,29, United-States, <=50K
64, Private, Prof-school, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, >50K
54, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,29, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Yugoslavia, >50K
22, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,29, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
66, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,34278,0,60, Cambodia, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,29, Mexico, <=50K
80, Local-gov, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,50, Greece, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,29, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
51, State-gov, HS-grad, Widowed, Priv-house-serv, Other-relative, Black, Female,0,0,39, Dominican-Republic, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
84, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
