19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Scotland, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3103,0,40, United-States, >50K
58, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Ecuador, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,12, Laos, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Guatemala, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,1726,45, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,45, United-States, <=50K
56, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Greece, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
69, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
56, Self-emp-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,2172,0,50, United-States, <=50K
53, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
42, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,84, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States, >50K
58, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Widowed, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
59, Local-gov, Doctorate, Separated, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
28, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,30, Guatemala, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Japan, >50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
43, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,0,50, Scotland, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
58, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
32, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,2247,45, Columbia, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
43, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,40, United-States, >50K
46, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,44, Canada, <=50K
49, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,12, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,2198,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Other-relative, White, Male,2466,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, Mexico, <=50K
53, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1819,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
59, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,27, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3114,0,40, United-States, <=50K
47, Private, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
48, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Columbia, >50K
55, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,65, Yugoslavia, <=50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,2408,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,48, Germany, >50K
19, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
69, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,2018,0,10, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
58, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,44, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
22, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, El-Salvador, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,50, United-States, <=50K
65, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
50, Private, Bachelors, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,37, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, >50K
59, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3136,0,50, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,65, England, <=50K
41, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Jamaica, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, 9th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
