44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Dominican-Republic, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,7840,0,50, Laos, >50K
42, Self-emp-inc, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,45, Japan, >50K
21, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,10, China, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Poland, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,45, Japan, >50K
36, Private, 7th-8th, Separated, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Yugoslavia, <=50K
45, Local-gov, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Mexico, >50K
37, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,1340,0,50, Germany, >50K
53, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,40, France, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, Germany, >50K
34, Private, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,46, Japan, <=50K
51, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, White, Female,3111,0,40, Laos, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Hong, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
60, Federal-gov, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Philippines, >50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,38, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,8, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, Portugal, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Poland, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Greece, <=50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
33, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
69, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,8, Cambodia, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
69, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,25, Columbia, <=50K
25, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Self-emp-not-inc, Assoc-acdm, Separated, Other-service, Not-in-family, White, Female,0,0,3, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Scotland, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, India, <=50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Portugal, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, South, <=50K
41, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Puerto-Rico, >50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Canada, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
47, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,37, China, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,2179,40, Mexico, >50K
57, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Ecuador, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Honduras, >50K
28, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,45, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Hong, >50K
23, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,15, Trinadad&Tobago, <=50K
32, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,8153,0,40, Cuba, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
29, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Male,0,2005,40, Poland, >50K
49, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, Scotland, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Jamaica, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hungary, <=50K
35, Local-gov, HS-grad, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
25, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Hungary, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
28, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Germany, <=50K
21, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
67, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,3463,0,35, Hungary, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Cuba, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, Guatemala, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Greece, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,35, Greece, <=50K
32, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Iran, <=50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, >50K
59, Local-gov, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, Honduras, >50K
59, Self-emp-inc, 7th-8th, Divorced, Farming-fishing, Husband, White, Male,0,0,60, Greece, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,39, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,4980,0,40, Taiwan, >50K
33, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Vietnam, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Germany, <=50K
51, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, White, Male,0,1670,40, Canada, <=50K
52, State-gov, HS-grad, Divorced, Machine-op-inspct, Wife, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Honduras, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, Peru, <=50K
46, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Honduras, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, El-Salvador, >50K
43, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,15, Germany, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Italy, >50K
51, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Laos, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, China, >50K
37, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1735,54, Ireland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Philippines, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Scotland, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, India, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Cuba, <=50K
49, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,48, Italy, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,65, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, South, <=50K
57, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, >50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Portugal, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Male,0,0,20, Greece, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,15024,0,40, France, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Cuba, <=50K
62, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,35, El-Salvador, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, Iran, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Philippines, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, Trinadad&Tobago, <=50K
63, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,12, Poland, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,2008,40, Cambodia, >50K
36, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, Hong, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, <=50K
34, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,25, Japan, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Italy, <=50K
57, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, Hong, <=50K
32, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, India, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
49, Self-emp-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Philippines, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hong, <=50K
43, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,4941,0,40, Philippines, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
65, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Poland, >50K
38, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, Vietnam, >50K
37, Self-emp-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,50, El-Salvador, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, China, <=50K
31, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, South, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Ireland, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Poland, <=50K
55, Federal-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, France, >50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,25, China, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Jamaica, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Jamaica, <=50K
53, Self-emp-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, Germany, <=50K
48, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Black, Female,0,1787,36, Portugal, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Hong, <=50K
44, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, Scotland, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
32, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,50, Cambodia, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4082,0,8, Poland, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Taiwan, <=50K
48, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
38, Federal-gov, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
