29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,10, Iran, <=50K
53, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3111,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Guatemala, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,45, England, <=50K
32, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Vietnam, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Ireland, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
34, State-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1848,35, United-States, <=50K
43, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
50, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,7687,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
73, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,2279,50, United-States, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,89, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4387,0,40, United-States, <=50K
43, Private, Bachelors, Separated, Sales, Wife, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,8, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,70, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
35, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, El-Salvador, >50K
37, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
50, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, Black, Female,0,0,80, Taiwan, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Farming-fishing, Unmarried, Other, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
18, Private, 11th, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
31, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
54, State-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4717,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
23, Private, 9th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,40, India, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, France, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
22, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,42, Portugal, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Philippines, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2010,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
43, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Canada, <=50K
36, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Greece, <=50K
33, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Holand-Netherlands, <=50K
79, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Not-in-family, White, Female,0,0,16, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Mexico, <=50K
36, Private, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Columbia, <=50K
78, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1894,50, Trinadad&Tobago, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Italy, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
44, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,54, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,42, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7687,0,45, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,13194,0,42, United-States, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, >50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 1st-4th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
