49, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,45, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
35, Private, HS-grad, Never-married, Farming-fishing, Wife, Black, Male,0,0,45, United-States, >50K
35, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,4435,0,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
28, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
35, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Divorced, Sales, Wife, White, Female,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,45, United-States, >50K
69, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,7, United-States, <=50K
30, State-gov, 10th, Never-married, Transport-moving, Unmarried, White, Female,0,0,65, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
31, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Local-gov, Masters, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
47, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
70, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Female,0,0,30, United-States, <=50K
32, Local-gov, Some-college, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,65, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, South, <=50K
36, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-inc, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Female,0,2329,50, United-States, >50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
47, Private, Some-college, Separated, Craft-repair, Wife, Black, Male,0,0,40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Federal-gov, Masters, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,65873,0,50, United-States, >50K
52, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2098,40, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Widowed, Sales, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,2627,50, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,1719,35, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
59, Self-emp-inc, Some-college, Divorced, Farming-fishing, Wife, White, Male,0,0,50, Canada, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Guatemala, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Separated, Transport-moving, Own-child, Black, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1902,20, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
38, State-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Local-gov, 12th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Italy, <=50K
31, Federal-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
37, Private, Masters, Never-married, Sales, Not-in-family, White, Male,15024,0,40, United-States, >50K
43, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
81, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,10, United-States, <=50K
42, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,1977,45, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,54, United-States, <=50K
40, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,28, United-States, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,4789,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
39, Local-gov, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
53, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
72, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Farming-fishing, Wife, White, Male,14479,0,40, United-States, >50K
55, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, China, >50K
31, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1683,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Federal-gov, Masters, Divorced, Sales, Husband, White, Male,0,1669,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,22, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
66, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, Yugoslavia, <=50K
36, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Germany, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
