50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,63, Mexico, <=50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
66, Federal-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
68, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,29, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,2, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
69, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,32, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,0,45, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
32, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,2928,0,60, Iran, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, >50K
23, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,33, United-States, <=50K
40, State-gov, Some-college, Never-married, Other-service, Wife, White, Male,0,0,15, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,14, United-States, <=50K
59, Federal-gov, Masters, Separated, Exec-managerial, Not-in-family, White, Male,0,2535,50, Trinadad&Tobago, >50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Philippines, <=50K
42, Self-emp-inc, Masters, Divorced, Farming-fishing, Husband, White, Male,0,0,71, United-States, >50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Widowed, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
36, Federal-gov, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,25, Scotland, <=50K
39, Private, Masters, Widowed, Machine-op-inspct, Wife, White, Female,0,0,14, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
57, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,1631,40, Dominican-Republic, <=50K
57, Private, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
72, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,7, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1996,40, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Tech-support, Other-relative, White, Female,0,0,32, United-States, >50K
26, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,63, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,34, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,3325,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Guatemala, <=50K
39, Self-emp-inc, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female,21611,0,35, United-States, >50K
43, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,5291,0,40, United-States, >50K
29, Federal-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,3103,0,32, Japan, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
75, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
26, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,2684,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,40, Mexico, >50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, <=50K
38, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Mexico, <=50K
28, Local-gov, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, Holand-Netherlands, >50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,34, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Male,4194,0,40, United-States, >50K
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,29, United-States, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,70, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Male,0,0,54, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,2176,0,29, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,10, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
51, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,7201,0,54, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
51, State-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,24, United-States, <=50K
67, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,7687,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
49, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,35, Cuba, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
59, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, Honduras, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,28, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,0,50, United-States, >50K
