33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,12796,0,40, United-States, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
51, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,1977,60, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, India, <=50K
49, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, >50K
51, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Protective-serv, Other-relative, White, Female,0,0,25, United-States, <=50K
26, Local-gov, Some-college, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
28, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1416,70, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,47, United-States, <=50K
22, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Local-gov, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,5340,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
34, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Male,928,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,45, United-States, <=50K
24, Private, Masters, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
38, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,2849,0,40, Philippines, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,17, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
22, Self-emp-not-inc, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,5, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Bachelors, Divorced, Priv-house-serv, Unmarried, Black, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Guatemala, <=50K
50, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, India, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,20, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States, >50K
34, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,70, Outlying-US(Guam-USVI-etc), >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
39, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
73, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,10, Hong, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,45, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,3355,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1725,45, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2450,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States, <=50K
57, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
90, Private, 7th-8th, Widowed, Protective-serv, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Federal-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 1st-4th, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5078,0,45, United-States, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
41, Private, Prof-school, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,3428,0,30, Philippines, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,1, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Philippines, <=50K
49, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,20051,0,54, United-States, >50K
25, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
26, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, 11th, Never-married, Craft-repair, Wife, White, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
24, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Scotland, >50K
49, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1979,40, United-States, >50K
58, Self-emp-not-inc, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
78, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,23, Columbia, <=50K
33, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
55, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,60, United-States, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,1459,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Husband, White, Male,5162,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,15024,0,40, United-States, >50K
44, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,23, United-States, >50K
47, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
61, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,32, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
63, Private, 5th-6th, Divorced, Other-service, Wife, White, Female,0,0,20, Cuba, <=50K
42, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,35, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
39, Private, 11th, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Poland, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, China, <=50K
54, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
55, Private, 5th-6th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, State-gov, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
