21, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
36, Private, Assoc-voc, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
24, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7687,0,40, China, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,40, Puerto-Rico, >50K
49, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4134,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Separated, Other-service, Not-in-family, Black, Male,0,0,24, United-States, <=50K
71, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Ireland, >50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,1740,40, United-States, <=50K
31, State-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States, <=50K
53, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
20, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
61, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, Germany, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
54, Private, Assoc-acdm, Separated, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
44, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, State-gov, Masters, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,25, United-States, >50K
36, Federal-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Cuba, <=50K
25, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1887,50, United-States, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
29, Private, Some-college, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, <=50K
19, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
46, Local-gov, Some-college, Widowed, Prof-specialty, Own-child, White, Female,0,0,35, Japan, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
24, Local-gov, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Taiwan, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,28, United-States, <=50K
51, Private, Masters, Separated, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3372,0,40, United-States, >50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, >50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
33, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
39, Local-gov, HS-grad, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,42, Yugoslavia, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Haiti, >50K
37, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,35, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,70, Canada, >50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,54, Mexico, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
24, Federal-gov, 10th, Never-married, Other-service, Not-in-family, White, Female,4044,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Scotland, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
58, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,60, Nicaragua, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
57, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, White, Male,4887,0,40, Germany, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,2415,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Laos, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
71, Private, Assoc-acdm, Widowed, Other-service, Unmarried, White, Female,0,0,12, Jamaica, <=50K
17, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, China, <=50K
31, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,15, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Scotland, <=50K
21, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Nicaragua, <=50K
34, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Puerto-Rico, <=50K
46, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
68, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
35, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,4386,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
71, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,36, Japan, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Taiwan, <=50K
55, Local-gov, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,0,40, Portugal, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,761,0,15, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,2588,0,40, Germany, <=50K
58, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
50, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
