19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
41, Private, Doctorate, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
34, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3676,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
29, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Mexico, <=50K
44, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, >50K
43, Local-gov, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,25, United-States, >50K
37, State-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,35, Ireland, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, India, >50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,40, Haiti, <=50K
71, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,6918,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,15, Germany, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2027,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,36, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Poland, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1898,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2887,0,45, Japan, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,8, Germany, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, 1st-4th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,30, Haiti, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Japan, <=50K
62, Self-emp-inc, Doctorate, Never-married, Tech-support, Not-in-family, White, Male,9747,0,50, South, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Female,0,0,54, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, >50K
57, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,24, England, <=50K
40, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, France, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,50, Laos, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,8, Cambodia, <=50K
67, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,32, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,54, Hong, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, United-States, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,51, Puerto-Rico, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Hungary, <=50K
30, Private, Some-college, Separated, Machine-op-inspct, Other-relative, White, Male,0,0,40, Portugal, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Masters, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Hungary, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,8, South, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2605,0,44, Poland, >50K
35, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Iran, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
36, Local-gov, HS-grad, Separated, Adm-clerical, Own-child, Other, Female,0,0,35, Japan, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Cuba, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, South, >50K
61, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, Other, Male,0,0,30, India, <=50K
24, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
37, Private, Assoc-acdm, Never-married, Protective-serv, Wife, Other, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Japan, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,0,40, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,20, South, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3906,0,60, United-States, <=50K
49, Local-gov, Assoc-voc, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
54, Private, HS-grad, Widowed, Handlers-cleaners, Unmarried, White, Male,2141,0,40, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,4184,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, China, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Iran, >50K
62, Local-gov, 1st-4th, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,3446,0,40, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, >50K
37, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Iran, <=50K
31, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,3085,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
51, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,2501,40, United-States, >50K
42, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,45, France, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,45, United-States, >50K
54, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,1815,53, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
53, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
85, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,73, Portugal, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,1510,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
22, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, Scotland, <=50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
61, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,46, Taiwan, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Hong, <=50K
32, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,35, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,80, United-States, <=50K
34, Private, Bachelors, Divorced, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Haiti, <=50K
58, Self-emp-inc, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
