58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
27, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,48, Honduras, <=50K
68, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
41, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Hungary, >50K
43, Federal-gov, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, South, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,25, Germany, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, England, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,81, Jamaica, <=50K
26, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Japan, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,43, Scotland, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Nicaragua, <=50K
24, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Jamaica, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, State-gov, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,15024,0,40, Peru, >50K
28, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Greece, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Hong, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, China, <=50K
17, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Peru, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, France, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, >50K
29, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Italy, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Philippines, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,0,25, Puerto-Rico, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
18, Private, 10th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Greece, <=50K
71, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, Thailand, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,24, Poland, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Peru, >50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, Ireland, <=50K
36, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
29, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
34, Private, Bachelors, Married-spouse-absent, Adm-clerical, Husband, White, Female,0,0,50, Philippines, >50K
29, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Haiti, >50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1902,40, Jamaica, <=50K
59, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, Guatemala, >50K
63, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Japan, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Columbia, >50K
55, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, India, >50K
55, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
42, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Dominican-Republic, >50K
25, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,40, Canada, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,3, Guatemala, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,18, Hungary, <=50K
69, Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,35, France, <=50K
46, State-gov, Masters, Married-civ-spouse, Farming-fishing, Own-child, White, Male,99999,0,40, Greece, >50K
73, Self-emp-not-inc, 11th, Widowed, Craft-repair, Husband, White, Female,0,0,2, England, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,14083,0,40, Thailand, >50K
40, Private, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, <=50K
65, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,40, United-States, <=50K
55, State-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
69, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Haiti, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Jamaica, <=50K
17, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, India, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,12, Taiwan, <=50K
44, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Japan, <=50K
49, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,7687,0,40, Ecuador, >50K
20, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Philippines, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Honduras, <=50K
39, Self-emp-inc, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,60, Nicaragua, >50K
39, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, Yugoslavia, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,45, England, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, Japan, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,35, El-Salvador, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, Greece, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Ecuador, <=50K
56, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
43, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,36, Poland, <=50K
22, Local-gov, 12th, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Scotland, <=50K
27, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Female,0,0,40, Germany, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,15, France, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
20, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, Peru, <=50K
21, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,25, Poland, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Jamaica, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1902,50, Iran, >50K
27, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
50, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
45, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,10, South, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,50, Dominican-Republic, <=50K
28, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
27, Without-pay, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Husband, White, Female,0,0,40, Greece, <=50K
35, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Honduras, <=50K
58, Private, 7th-8th, Widowed, Other-service, Husband, White, Female,0,0,40, England, >50K
32, Self-emp-not-inc, 11th, Never-married, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,48, Iran, <=50K
34, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,40, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,40, South, >50K
23, Private, 7th-8th, Never-married, Other-service, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Mexico, <=50K
42, State-gov, Masters, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,35, England, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,65, Greece, <=50K
22, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Nicaragua, >50K
37, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,54, Columbia, <=50K
61, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,23, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
38, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Peru, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Canada, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,20, Peru, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,1978,65, Poland, >50K
29, Local-gov, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), >50K
26, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, Japan, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Mexico, >50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, Japan, <=50K
39, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,30, Cambodia, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Portugal, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, El-Salvador, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,86, El-Salvador, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, >50K
33, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1887,36, Hungary, <=50K
21, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
53, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Guatemala, <=50K
22, State-gov, 1st-4th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, India, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Nicaragua, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Thailand, <=50K
36, Private, 11th, Separated, Adm-clerical, Own-child, White, Female,0,0,30, Hong, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,14083,0,60, Greece, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Germany, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Columbia, <=50K
45, Private, Bachelors, Married-spouse-absent, Other-service, Husband, White, Female,0,0,38, Japan, <=50K
33, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,7521,0,45, Taiwan, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40,, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
30, Private, 5th-6th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Hungary, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,50, Taiwan, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, Nicaragua, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
38, State-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,31, Japan, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, Italy, <=50K
37, Private, HS-grad, Never-married, Armed-Forces, Not-in-family, White, Female,0,0,30, Canada, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Hungary, <=50K
73, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Nicaragua, <=50K
28, Private, 11th, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,20, Puerto-Rico, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,30, Italy, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Guatemala, >50K
36, Private, Prof-school, Never-married, Machine-op-inspct, Husband, White, Female,10520,0,44, India, >50K
64, State-gov, Bachelors, Widowed, Sales, Husband, White, Female,0,0,15, Cambodia, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
