63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Greece, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,71, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
27, Self-emp-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1662,52, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,1094,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
56, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,46, United-States, >50K
46, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1740,40, United-States, <=50K
43, Private, Bachelors, Separated, Other-service, Husband, White, Male,0,0,40, United-States, >50K
63, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,15024,0,60, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,60, United-States, <=50K
27, Self-emp-inc, HS-grad, Separated, Handlers-cleaners, Own-child, White, Female,0,1711,50, United-States, >50K
52, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K
17, Local-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
45, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,48, United-States, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
30, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,38, Mexico, <=50K
42, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
60, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1740,45, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,5087,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
58, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,10867,0,51, United-States, >50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, Bachelors, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Mexico, <=50K
35, Federal-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,5, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,1977,45, United-States, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
56, Self-emp-inc, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,54, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, State-gov, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Philippines, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
25, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
35, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,40, United-States, >50K
60, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Honduras, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
40, Private, Some-college, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Male,0,0,40, Philippines, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K
54, Private, 9th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
17, State-gov, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,3200,0,50, United-States, <=50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1842,36, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1887,54, United-States, >50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1977,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,2612,0,64, United-States, >50K
26, Private, 10th, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,36, United-States, <=50K
23, Self-emp-not-inc, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,7298,0,40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,841,0,40, United-States, <=50K
22, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female,0,0,30, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,58, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,18, United-States, <=50K
