41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,15024,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
67, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,21, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
43, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, State-gov, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,0,0,20, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
21, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,50, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
39, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,35, Greece, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
31, State-gov, 11th, Never-married, Sales, Wife, White, Male,0,0,20, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
36, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
30, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,64, United-States, >50K
47, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Federal-gov, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
52, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, China, >50K
33, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Germany, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
47, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, 7th-8th, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,1902,45, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, China, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
25, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, Poland, >50K
52, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Jamaica, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4148,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
49, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,1732,31, United-States, <=50K
43, Private, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
71, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,2251,35, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
52, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7312,0,45, Mexico, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, >50K
36, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Divorced, Protective-serv, Unmarried, White, Female,0,0,37, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
57, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
20, Local-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Local-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Assoc-voc, Never-married, Prof-specialty, Wife, White, Female,0,0,40, India, >50K
42, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,51, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,35, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,99, United-States, <=50K
42, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
77, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
41, Federal-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
57, Self-emp-inc, HS-grad, Divorced, Tech-support, Husband, White, Male,5129,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
46, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, >50K
35, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
