56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,3137,0,49, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
38, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,9121,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,2047,25, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Local-gov, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,50, United-States, >50K
29, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,60, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
50, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,43, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Canada, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,45, United-States, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, State-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Hong, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,2405,50, United-States, >50K
52, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
27, State-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,1, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,41, United-States, <=50K
31, Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,2256,50, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
33, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,2, Outlying-US(Guam-USVI-etc), <=50K
36, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Federal-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,48, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1595,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
52, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,15024,0,50, United-States, >50K
53, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,45, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Unmarried, White, Male,1209,0,40, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1898,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
25, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ecuador, >50K
50, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,43, United-States, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,25, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Local-gov, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
68, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, >50K
42, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,42, England, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
43, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2339,40, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1928,50, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,52, Hong, >50K
46, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,44, United-States, >50K
37, Self-emp-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K
27, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
