27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,1730,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
34, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1967,45, United-States, <=50K
38, Local-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
20, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,1741,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
47, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,32, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,47, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
50, Federal-gov, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, >50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,84, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, 7th-8th, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Self-emp-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Local-gov, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,2175,0,38, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,4740,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
40, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,1902,15, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, England, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
44, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
37, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,3498,0,43, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Poland, >50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,4, United-States, >50K
27, Private, 10th, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,27, United-States, <=50K
62, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,1, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,45, United-States, <=50K
64, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,37, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,2, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Federal-gov, HS-grad, Never-married, Protective-serv, Wife, White, Male,0,0,42, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
54, Private, Doctorate, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
38, Federal-gov, 5th-6th, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4799,0,50, United-States, >50K
42, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
57, Without-pay, Prof-school, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,15, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,21, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
74, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
29, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Philippines, <=50K
49, Self-emp-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,0,0,65, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,12, United-States, <=50K
30, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,16, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
70, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
49, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
55, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,45, El-Salvador, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Dominican-Republic, <=50K
47, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,1902,7, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,6940,0,40, United-States, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
47, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,6236,0,45, Italy, >50K
