48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,45, France, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, Iran, >50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Vietnam, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Haiti, <=50K
67, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, India, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,40, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,54, United-States, <=50K
25, Private, Bachelors, Separated, Craft-repair, Own-child, Black, Female,4622,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Germany, <=50K
21, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,25, China, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
29, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Black, Male,0,0,50, China, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, Iran, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,6578,0,40, Puerto-Rico, >50K
37, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,42, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,25, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, >50K
28, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,48, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
58, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, Ecuador, <=50K
70, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,5, Scotland, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,3103,0,45, United-States, >50K
35, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,3345,0,40, Poland, >50K
36, State-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,32, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Scotland, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7687,0,50, United-States, >50K
30, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
66, Private, 10th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,25, Columbia, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
27, Local-gov, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Cuba, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,13849,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
20, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
45, State-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,16, United-States, <=50K
42, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,71, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Scotland, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Japan, >50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, Peru, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0,1882,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Doctorate, Divorced, Prof-specialty, Husband, Other, Male,2126,0,60, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Greece, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,2131,35, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Cuba, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Iran, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, >50K
53, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, China, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,7155,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3920,0,50, United-States, <=50K
24, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Philippines, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Scotland, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,50, Canada, <=50K
73, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,54, Hungary, <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Nicaragua, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Poland, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, Philippines, >50K
45, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
42, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,7232,0,40, United-States, <=50K
33, Private, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,37, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,2434,70, Jamaica, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, State-gov, Masters, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Wife, White, Female,4850,0,40, United-States, >50K
54, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Yugoslavia, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Ireland, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, United-States, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,18, United-States, >50K
46, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,1977,40, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Taiwan, >50K
30, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Haiti, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, South, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,80, Japan, <=50K
64, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,2603,0,40, France, <=50K
38, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,7809,0,40, United-States, >50K
45, Private, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Peru, >50K
30, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, China, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Ireland, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,72, United-States, <=50K
45, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Ireland, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,80, United-States, >50K
