21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
42, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,50, Germany, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female,5013,0,45, Iran, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2013,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,920,0,50, England, >50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, England, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,32, El-Salvador, <=50K
67, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,20, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,65, United-States, >50K
30, Private, Masters, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,54, Italy, <=50K
56, Private, 12th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,38, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,15, Haiti, <=50K
63, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Doctorate, Divorced, Other-service, Not-in-family, White, Female,0,0,65, Vietnam, <=50K
53, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2483,40, Italy, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, United-States, <=50K
31, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,2009,40, United-States, <=50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,7687,0,45, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
26, Private, Bachelors, Divorced, Machine-op-inspct, Other-relative, Black, Female,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Doctorate, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, Puerto-Rico, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1995,60, Germany, >50K
54, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1698,40, United-States, <=50K
46, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,60, Trinadad&Tobago, <=50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Thailand, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Honduras, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Hungary, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, >50K
28, Local-gov, 11th, Widowed, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
69, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3929,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,74, United-States, <=50K
23, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,48, China, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Mexico, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,48, United-States, <=50K
73, Federal-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
67, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,60, Greece, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, State-gov, Masters, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,24, Laos, <=50K
55, Private, 11th, Separated, Sales, Husband, White, Female,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
52, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Iran, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
34, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,60, Greece, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Japan, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
35, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
69, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
25, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
63, Private, Assoc-acdm, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3119,0,40, Taiwan, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,2175,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Puerto-Rico, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,24, United-States, <=50K
45, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,3433,0,40, Honduras, <=50K
41, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,1590,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
20, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Japan, >50K
28, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40, Ireland, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Own-child, Black, Male,0,0,40, Guatemala, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
75, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
52, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,57, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, <=50K
66, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,9126,0,35, England, <=50K
40, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,20, Portugal, <=50K
64, Self-emp-not-inc, 9th, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,3, Haiti, <=50K
58, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Taiwan, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,7298,0,45, China, >50K
23, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, Haiti, >50K
58, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,35, Dominican-Republic, >50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,30, Nicaragua, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
39, Self-emp-not-inc, Some-college, Widowed, Tech-support, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,54, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
62, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Poland, >50K
51, Private, Assoc-voc, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
52, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, >50K
