48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, >50K
23, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
42, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2607,0,16, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Local-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
45, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
23, State-gov, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Poland, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, South, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1415,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, >50K
49, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,1740,45, United-States, >50K
28, Self-emp-not-inc, 12th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Masters, Divorced, Protective-serv, Wife, Black, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
24, Private, Bachelors, Divorced, Sales, Wife, White, Female,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
89, Self-emp-not-inc, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Peru, <=50K
30, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,20, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,79, United-States, <=50K
26, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
59, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,975,40, United-States, >50K
89, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,38, United-States, <=50K
19, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Greece, <=50K
44, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, 12th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,20, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,4922,0,41, United-States, >50K
31, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, >50K
18, State-gov, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
44, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
63, Federal-gov, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, India, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Germany, <=50K
30, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,54, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Bachelors, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,67, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Assoc-voc, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,37, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
27, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,83, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1860,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, State-gov, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
25, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
47, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,25, United-States, <=50K
31, Federal-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Poland, <=50K
45, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
67, Private, Assoc-voc, Widowed, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
49, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,1773,35, United-States, >50K
49, Federal-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
