42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, 10th, Divorced, Other-service, Wife, Other, Female,0,0,35, United-States, >50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,9, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,36, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, 5th-6th, Divorced, Transport-moving, Husband, White, Male,0,0,72, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,48, United-States, >50K
22, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
46, Private, Assoc-voc, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
22, State-gov, 9th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1740,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,46, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Mexico, >50K
21, Private, Prof-school, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
35, Private, 12th, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Canada, <=50K
35, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Laos, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1927,40, United-States, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,1902,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4753,0,60, United-States, >50K
46, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,7298,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1902,54, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Self-emp-inc, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Germany, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, United-States, <=50K
43, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,60, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3424,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,2853,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,15024,0,40, United-States, >50K
34, Private, 10th, Divorced, Sales, Wife, White, Female,0,0,24, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Puerto-Rico, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Self-emp-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,46, United-States, >50K
29, Private, Assoc-voc, Married-spouse-absent, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
32, Private, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
25, Local-gov, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
45, Self-emp-not-inc, 5th-6th, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, >50K
47, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Husband, White, Male,99999,0,52, United-States, >50K
24, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Male,8614,0,60, United-States, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
28, State-gov, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Male,10488,0,54, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,70, United-States, >50K
24, Self-emp-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,25, Mexico, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Cuba, <=50K
23, Private, Some-college, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Mexico, <=50K
66, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,10, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,1977,35, United-States, <=50K
44, Local-gov, Assoc-voc, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, 11th, Never-married, Sales, Wife, Asian-Pac-Islander, Female,935,0,40, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5382,0,60, India, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
63, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, Doctorate, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
22, Private, 10th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,24, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,4386,0,35, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
40, Private, 9th, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,32, Mexico, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
43, State-gov, 7th-8th, Divorced, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, >50K
21, Self-emp-inc, HS-grad, Never-married, Sales, Wife, White, Male,0,0,50, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
