43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Greece, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Cuba, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1822,40, Outlying-US(Guam-USVI-etc), <=50K
55, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
30, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,50, Laos, <=50K
59, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,16, Ecuador, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,3446,0,44, China, >50K
53, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cuba, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, England, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, Philippines, >50K
26, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,36, France, <=50K
45, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Masters, Divorced, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, Cuba, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,41, France, <=50K
30, Local-gov, Some-college, Separated, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5098,0,40, United-States, >50K
33, Local-gov, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,38, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Japan, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,60, Taiwan, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7544,0,45, Columbia, >50K
33, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,4159,0,40, United-States, <=50K
58, Federal-gov, Bachelors, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,8614,0,40, India, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, Haiti, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,64, United-States, <=50K
26, Local-gov, Masters, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Scotland, <=50K
21, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Philippines, >50K
29, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, 11th, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,5, Thailand, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
53, Self-emp-inc, Prof-school, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
37, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Thailand, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Dominican-Republic, <=50K
36, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, >50K
50, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,1227,45, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Portugal, >50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
17, State-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,54, Hungary, <=50K
54, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,10, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,50, Philippines, >50K
30, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Haiti, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, Poland, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,1634,53, Honduras, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Hong, >50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1628,48, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
29, Local-gov, Masters, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, >50K
39, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
35, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,48, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
40, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,5178,0,40, Germany, <=50K
37, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,39, Guatemala, <=50K
38, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
29, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,15, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,84, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Hong, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, India, <=50K
41, State-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
19, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
49, Local-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,24, United-States, >50K
38, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1737,40, Laos, >50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,10199,0,60, France, >50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,22, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,20, Trinadad&Tobago, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, China, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,54, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Ecuador, >50K
30, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,80, South, >50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Laos, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,52, United-States, <=50K
60, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, England, >50K
29, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,54, United-States, >50K
33, State-gov, Some-college, Divorced, Sales, Wife, Other, Female,0,0,10, Mexico, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Private, 10th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,16, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,8614,0,40, Germany, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Own-child, Other, Female,0,1321,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
41, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,32, England, >50K
25, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, Masters, Widowed, Craft-repair, Unmarried, Black, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
45, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Female,0,0,30, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Honduras, <=50K
47, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,4457,0,60, Greece, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,38, Laos, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,10277,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,5013,0,40, United-States, <=50K
43, Private, Masters, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1887,54, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, France, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
23, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
