59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2353,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,2632,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
41, Local-gov, Doctorate, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1887,30, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
62, Private, 7th-8th, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
83, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Thailand, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
58, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female,0,2365,45, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Assoc-voc, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Mexico, >50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Transport-moving, Husband, Other, Male,0,0,30, United-States, <=50K
39, Without-pay, 7th-8th, Never-married, Machine-op-inspct, Husband, White, Male,3105,0,36, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Local-gov, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
44, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Poland, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,50, India, >50K
43, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2360,54, United-States, >50K
58, Private, 12th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,4319,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
74, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,25, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,40, United-States, <=50K
66, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,17357,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
65, State-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, India, <=50K
58, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,48, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, Dominican-Republic, >50K
20, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Male,0,1887,35, United-States, <=50K
22, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,48, United-States, <=50K
62, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,64, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
51, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4694,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2144,35, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,15024,0,60, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
36, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,8776,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1876,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,1887,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Federal-gov, 7th-8th, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
76, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,3903,0,50, United-States, <=50K
48, Private, 11th, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
53, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Doctorate, Never-married, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Tech-support, Wife, White, Female,0,0,20, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Widowed, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 7th-8th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Philippines, >50K
25, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, 9th, Never-married, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
31, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, Mexico, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, >50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, Haiti, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
47, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
69, State-gov, 11th, Widowed, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Canada, <=50K
41, Federal-gov, 5th-6th, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4397,0,40, United-States, >50K
51, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,36, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1902,40, Thailand, >50K
