25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
90, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, >50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Ireland, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, Black, Male,0,0,54, El-Salvador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
48, Local-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
54, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
48, Local-gov, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, >50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Cuba, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,42, Trinadad&Tobago, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,45, Nicaragua, <=50K
37, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Cambodia, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Peru, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
24, State-gov, 12th, Never-married, Protective-serv, Not-in-family, White, Female,4832,0,30, United-States, <=50K
55, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Ireland, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,2, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Assoc-acdm, Separated, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Columbia, <=50K
51, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Mexico, <=50K
82, Local-gov, 1st-4th, Separated, Other-service, Wife, Other, Male,0,0,20, China, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,20, Nicaragua, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,15024,0,50, Yugoslavia, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Germany, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
18, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,30, United-States, <=50K
46, Self-emp-inc, Some-college, Separated, Sales, Not-in-family, Other, Male,0,0,42, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,27038,0,65, United-States, >50K
25, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,44, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Iran, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, Yugoslavia, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,54, United-States, >50K
36, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,35, Cuba, <=50K
46, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, Cuba, >50K
69, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ecuador, <=50K
23, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Female,7298,0,45, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
42, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1638,40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
67, Federal-gov, HS-grad, Separated, Sales, Wife, White, Female,0,0,1, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,1671,50, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,2654,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,6643,0,50, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
24, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7172,0,40, Hong, >50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,54, Cambodia, <=50K
22, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4147,0,91, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
29, Local-gov, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,38, South, <=50K
67, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Local-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, China, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,70, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, Iran, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
48, Self-emp-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, El-Salvador, >50K
29, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,54, United-States, <=50K
48, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,70, China, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
70, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Japan, <=50K
56, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
47, Private, Some-college, Widowed, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, United-States, >50K
29, Local-gov, 9th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,18, United-States, <=50K
36, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
68, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,25, Laos, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
59, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Peru, >50K
72, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1887,40, United-States, <=50K
33, Private, Some-college, Divorced, Sales, Wife, White, Male,0,0,40, United-States, >50K
42, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,76, Outlying-US(Guam-USVI-etc), >50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
