19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
23, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,36, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
23, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,48, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,42, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,24, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,65, United-States, <=50K
25, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
59, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
34, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
36, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, United-States, >50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,35, United-States, >50K
25, Private, 12th, Separated, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Ireland, <=50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2419,45, United-States, >50K
36, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Poland, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,8629,0,53, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Local-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
34, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K
18, State-gov, 11th, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,3, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
63, Private, 9th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
69, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,3088,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
61, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Federal-gov, HS-grad, Divorced, Sales, Own-child, White, Male,0,2180,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,1746,20, United-States, <=50K
37, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,7561,0,45, United-States, >50K
45, Self-emp-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,3103,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Local-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
64, Local-gov, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, United-States, >50K
64, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,14, United-States, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
65, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,5178,0,30, United-States, <=50K
63, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, State-gov, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,54, United-States, <=50K
30, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, 9th, Separated, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Masters, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,4695,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Taiwan, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
34, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
57, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, 11th, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,2268,0,40, United-States, <=50K
27, State-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
20, Private, Assoc-acdm, Never-married, Other-service, Other-relative, White, Male,0,0,50, Philippines, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
31, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 9th, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,54, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,50, United-States, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,10560,0,50, United-States, >50K
