50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
31, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, United-States, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,1623,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,13925,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
48, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
58, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, 12th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, 12th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, 9th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, United-States, >50K
29, Private, Bachelors, Divorced, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,24, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,54, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,65, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,2800,0,45, United-States, <=50K
37, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, Mexico, >50K
38, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
47, State-gov, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
29, Local-gov, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Mexico, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
69, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,2414,40, United-States, <=50K
53, Self-emp-not-inc, 10th, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
27, Private, Some-college, Separated, Tech-support, Unmarried, White, Male,0,0,12, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,1595,35, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,29, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,48, United-States, >50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,3379,0,40, United-States, >50K
54, Private, HS-grad, Widowed, Tech-support, Wife, White, Female,0,0,35, England, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, India, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1976,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
67, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
55, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Private, 10th, Divorced, Handlers-cleaners, Wife, White, Female,7298,0,35, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
75, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, 9th, Divorced, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
36, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Male,0,1858,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
55, Local-gov, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Jamaica, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,13, United-States, <=50K
22, Self-emp-inc, Masters, Never-married, Prof-specialty, Wife, White, Female,99999,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,8577,0,42, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,29, United-States, <=50K
70, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,3130,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Puerto-Rico, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,4048,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Peru, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States, <=50K
25, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
43, Local-gov, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,15, United-States, <=50K
58, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2204,20, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
49, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, >50K
57, Self-emp-inc, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
59, Local-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,36, Mexico, <=50K
47, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3762,0,38, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,29, Mexico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,25, India, <=50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,3134,0,40, United-States, <=50K
44, Private, 9th, Divorced, Exec-managerial, Husband, White, Male,0,0,20, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Germany, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,1596,50, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
