35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,30, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,35, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1892,60, United-States, >50K
52, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,14293,0,40, Hungary, >50K
66, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, 5th-6th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
59, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,99999,0,20, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Doctorate, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, 7th-8th, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,54, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3973,0,40, Jamaica, <=50K
50, Local-gov, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
53, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
64, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Prof-school, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
58, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,70, United-States, <=50K
30, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
48, Private, 5th-6th, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
31, Local-gov, Some-college, Never-married, Tech-support, Wife, Other, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Masters, Never-married, Exec-managerial, Husband, Black, Male,7687,0,45, United-States, >50K
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
43, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
40, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1852,50, United-States, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,1976,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,70, United-States, <=50K
59, State-gov, Masters, Divorced, Sales, Husband, White, Male,0,1709,40, France, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
84, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,47, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Divorced, Sales, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,4386,0,40, United-States, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
41, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,54, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
60, State-gov, Bachelors, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
30, Without-pay, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
36, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
24, Local-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,39, United-States, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Honduras, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
21, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,3567,0,60, India, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,27728,0,40, United-States, >50K
60, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Widowed, Other-service, Husband, White, Female,3134,0,40, United-States, <=50K
49, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,1992,20, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, 7th-8th, Never-married, Other-service, Unmarried, White, Female,0,0,2, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,30, Japan, <=50K
31, Private, 9th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,1607,40, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,25, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
52, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
