34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3103,0,70, Hong, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Ecuador, >50K
42, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,1981,45, United-States, <=50K
64, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Columbia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,3, Vietnam, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Canada, <=50K
30, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,54, Poland, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4566,0,40, United-States, >50K
27, Private, Assoc-acdm, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
20, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, India, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,8, Jamaica, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,70, Italy, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,12, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,54, United-States, >50K
43, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,20, Cuba, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Italy, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
47, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,20, England, <=50K
51, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,70, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
43, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
41, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,17, Guatemala, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Laos, <=50K
54, Local-gov, 5th-6th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
38, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
76, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Nicaragua, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Haiti, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Hong, >50K
30, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, Other, Female,0,0,10, England, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,3191,0,50, United-States, >50K
55, Private, HS-grad, Widowed, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
67, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,22713,0,35, Dominican-Republic, <=50K
51, Private, Masters, Never-married, Sales, Husband, Other, Female,0,0,40, Iran, <=50K
62, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Peru, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,5126,0,40, United-States, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
49, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Farming-fishing, Wife, Black, Male,0,0,56, United-States, <=50K
29, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,54, Nicaragua, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, HS-grad, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Scotland, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, France, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1981,40, United-States, <=50K
64, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,5, Scotland, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Peru, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Canada, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Columbia, >50K
47, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
42, State-gov, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
49, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cuba, <=50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,60, United-States, >50K
51, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,37, Columbia, <=50K
31, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1889,40, Hungary, >50K
42, Local-gov, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
36, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,49, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, India, <=50K
22, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,65, United-States, <=50K
48, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,35, Yugoslavia, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
75, Local-gov, 7th-8th, Widowed, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
43, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,7687,0,40, Dominican-Republic, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,50, Puerto-Rico, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
41, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, Other, Male,0,0,44, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Male,0,0,36, Laos, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Germany, <=50K
58, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,36, Italy, <=50K
28, Self-emp-not-inc, 9th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,99, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,54, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Yugoslavia, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,45, Taiwan, >50K
60, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, India, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Iran, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
