62, Private, Doctorate, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,1902,30, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
58, Private, Some-college, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,54, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,65, United-States, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,2174,0,45, Puerto-Rico, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,20, Philippines, <=50K
46, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Female,30689,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Japan, <=50K
39, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, 7th-8th, Divorced, Transport-moving, Husband, Other, Male,0,0,44, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
18, Private, Assoc-voc, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,54, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, >50K
52, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,9, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
24, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Sales, Own-child, White, Female,0,0,30, United-States, >50K
38, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1941,54, United-States, >50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,39, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, 7th-8th, Widowed, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,54, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
25, Local-gov, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
51, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7474,0,45, Canada, >50K
34, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,37, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, State-gov, Some-college, Separated, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States, >50K
33, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,65, United-States, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1949,40, United-States, >50K
