49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,64, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,29, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,35, Canada, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,29, Mexico, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Thailand, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
28, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,82, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Hong, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Tech-support, Unmarried, Black, Female,0,0,35, Canada, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,29, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,29, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,10520,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,1609,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1635,35, United-States, >50K
77, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,34, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,5349,0,40, United-States, >50K
43, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, State-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,2170,0,50, United-States, >50K
34, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3251,0,54, Canada, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Ireland, >50K
24, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, >50K
70, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,8, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,29, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
21, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
18, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,5199,0,40, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,25, Cambodia, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,2447,0,36, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, Mexico, <=50K
56, Private, Bachelors, Divorced, Other-service, Wife, White, Male,26081,0,60, United-States, >50K
43, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, Mexico, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
66, State-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
43, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,36, Dominican-Republic, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,2098,12, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,41, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Italy, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,70, United-States, <=50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
21, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, 5th-6th, Separated, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Wife, Black, Male,0,0,5, United-States, <=50K
71, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Local-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,2976,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, 7th-8th, Never-married, Exec-managerial, Wife, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,2221,43, United-States, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
56, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,29, United-States, <=50K
60, Self-emp-not-inc, 7th-8th, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,1796,45, United-States, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,23, United-States, <=50K
50, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
37, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Germany, <=50K
23, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,54, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Local-gov, Masters, Divorced, Transport-moving, Husband, White, Male,13455,0,40, United-States, >50K
32, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,734,0,45, United-States, <=50K
58, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
