34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
27, Local-gov, Masters, Separated, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, >50K
37, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Local-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,37, Puerto-Rico, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,45, United-States, <=50K
59, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,20, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Haiti, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2007,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, >50K
38, Private, 10th, Never-married, Adm-clerical, Wife, White, Female,0,0,35, Mexico, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, Ireland, <=50K
41, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Mexico, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
79, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, England, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,27, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,1902,50, United-States, >50K
43, State-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Female,4942,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,5178,0,35, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7578,0,40, United-States, >50K
28, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
66, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
26, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, >50K
40, Private, Assoc-acdm, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,15024,0,60, Italy, <=50K
43, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1975,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,14957,0,60, United-States, >50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,38, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,60, United-States, <=50K
48, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
50, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,25, United-States, <=50K
21, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,1485,30, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,64, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,2904,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,36, United-States, <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,60, United-States, >50K
24, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,25, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,5, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
50, Local-gov, Masters, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
68, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,1902,60, United-States, >50K
42, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,3706,0,54, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,44, United-States, <=50K
42, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, Jamaica, <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
67, Local-gov, 7th-8th, Widowed, Exec-managerial, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
21, State-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Other-relative, White, Female,0,0,8, United-States, <=50K
62, Private, Masters, Divorced, Other-service, Husband, White, Female,0,0,40, Poland, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,5474,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,7298,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,66, United-States, >50K
37, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, State-gov, 9th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,30, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,43, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,3391,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
42, Local-gov, 1st-4th, Divorced, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
51, State-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,2227,0,57, United-States, >50K
48, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,60, Iran, >50K
56, Local-gov, Masters, Divorced, Sales, Husband, White, Male,0,0,40, Canada, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,27, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Female,0,0,38, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, 12th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, Masters, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,54, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Philippines, <=50K
55, Self-emp-not-inc, 9th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
64, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,6, United-States, <=50K
18, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
28, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Thailand, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, Nicaragua, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
