43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,71, United-States, >50K
71, Federal-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,23, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
23, State-gov, 10th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, >50K
51, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,15024,0,55, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, United-States, >50K
59, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,1887,50, United-States, >50K
39, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,25, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
45, Private, Prof-school, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
43, Private, Masters, Divorced, Protective-serv, Not-in-family, White, Female,0,0,65, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,3932,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,60, United-States, >50K
68, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, Mexico, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,20, United-States, <=50K
22, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,75, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1902,60, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, >50K
49, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Separated, Adm-clerical, Husband, White, Female,15024,0,40, Philippines, <=50K
27, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,55, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
29, State-gov, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
74, Private, 10th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,12, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, Other, Female,0,0,45, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Husband, White, Male,99999,0,48, United-States, >50K
47, Federal-gov, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,96, United-States, >50K
55, Self-emp-inc, Bachelors, Separated, Prof-specialty, Husband, White, Male,3726,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,50, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
53, Self-emp-not-inc, Prof-school, Never-married, Craft-repair, Husband, Other, Female,0,0,60, United-States, >50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,1977,50, United-States, >50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,35, Greece, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
59, Federal-gov, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
59, Federal-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, >50K
62, Private, Doctorate, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,34, Puerto-Rico, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States, <=50K
52, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Italy, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4586,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
58, Private, 7th-8th, Widowed, Sales, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Male,99999,0,50, United-States, >50K
31, State-gov, Masters, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,20, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,5, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,5, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,7687,0,40, United-States, >50K
24, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,25, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,48, United-States, >50K
18, Private, Some-college, Widowed, Handlers-cleaners, Own-child, Black, Male,0,0,15, United-States, <=50K
38, State-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Female,7298,0,54, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,25, United-States, <=50K
47, Private, 9th, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
79, Private, Doctorate, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1073,75, United-States, >50K
20, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, Mexico, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,25, Puerto-Rico, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,60, United-States, <=50K
