43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Ecuador, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,42, United-States, >50K
43, Private, Some-college, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
41, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,45, Cuba, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Thailand, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, Haiti, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,40, Hong, >50K
43, Private, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,54, China, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2024,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,1902,50, China, >50K
52, Private, 10th, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
32, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,80, Italy, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,35, Ireland, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7298,0,40, India, >50K
60, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,42, South, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Thailand, <=50K
58, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,60, France, <=50K
30, Self-emp-inc, Assoc-voc, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,2200,40, Philippines, <=50K
48, Private, Bachelors, Widowed, Sales, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
19, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,16, Guatemala, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, Italy, <=50K
41, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,35, France, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Greece, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Iran, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,83, United-States, >50K
28, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,35, Haiti, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
30, Private, 7th-8th, Never-married, Craft-repair, Unmarried, Other, Male,0,0,30, Italy, <=50K
20, Private, Some-college, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,25, Philippines, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Mexico, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,99, United-States, <=50K
29, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,0,0,50, France, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,2696,0,22, United-States, <=50K
22, Self-emp-not-inc, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,20, Haiti, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,15, Canada, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Vietnam, <=50K
36, Federal-gov, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,70, Italy, <=50K
27, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,37, Thailand, >50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Mexico, >50K
47, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,6, Canada, <=50K
38, Private, Some-college, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,40, Portugal, <=50K
44, Local-gov, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Greece, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Canada, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,65, Vietnam, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, England, <=50K
34, Private, HS-grad, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
41, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,35, China, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Iran, >50K
19, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,20, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, Hong, <=50K
82, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,20, Yugoslavia, <=50K
21, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, South, >50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, Mexico, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,42, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
63, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,99999,0,25, Poland, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
33, Private, Some-college, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Haiti, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, Japan, >50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, Honduras, <=50K
62, Private, Some-college, Separated, Craft-repair, Husband, Black, Female,0,0,37, China, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Vietnam, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Columbia, <=50K
32, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, France, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
48, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
53, Private, Some-college, Widowed, Prof-specialty, Husband, White, Female,0,0,45, Yugoslavia, <=50K
37, Private, Masters, Never-married, Prof-specialty, Husband, Other, Male,8614,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Honduras, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Japan, <=50K
22, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,38, Greece, <=50K
30, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
34, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,38, United-States, >50K
43, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Peru, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,65, Canada, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Hungary, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,2064,40, Hungary, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Scotland, <=50K
39, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Laos, <=50K
43, Private, Bachelors, Divorced, Sales, Own-child, Other, Male,0,0,45, England, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, United-States, >50K
49, Federal-gov, Assoc-voc, Separated, Exec-managerial, Unmarried, White, Female,0,0,60, Poland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,50, Trinadad&Tobago, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,80, Cambodia, >50K
46, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
55, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2408,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,5178,0,48, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Nicaragua, <=50K
31, Self-emp-not-inc, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Portugal, <=50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,54, Peru, <=50K
77, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,12, Hong, <=50K
57, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Greece, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
60, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,32, France, <=50K
45, Private, HS-grad, Divorced, Protective-serv, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
31, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, Yugoslavia, <=50K
37, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, China, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Hong, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Italy, <=50K
31, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,54, Honduras, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Cambodia, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Iran, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,99, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hong, >50K
35, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
26, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
49, Federal-gov, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, China, <=50K
51, Federal-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,10520,0,40, Trinadad&Tobago, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,1669,40, Guatemala, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Laos, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Thailand, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,25, Thailand, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Thailand, >50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2048,10, India, <=50K
55, Self-emp-inc, 11th, Separated, Exec-managerial, Husband, Black, Male,0,0,40, Canada, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Thailand, <=50K
40, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
