39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
24, Private, 10th, Never-married, Farming-fishing, Own-child, White, Female,0,0,57, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Mexico, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,11229,0,30, Laos, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,27, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,72, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, Scotland, >50K
28, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,70, Philippines, <=50K
50, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
28, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,15, Puerto-Rico, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Private, Masters, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,70, Taiwan, >50K
43, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Private, 11th, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
44, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,46, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,25, Mexico, <=50K
46, Self-emp-inc, 12th, Married-civ-spouse, Protective-serv, Husband, Black, Male,7687,0,40, United-States, >50K
46, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,1740,20, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, >50K
58, Private, Masters, Never-married, Transport-moving, Unmarried, Other, Male,2124,0,40, United-States, <=50K
65, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
32, Federal-gov, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, >50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,38, United-States, <=50K
52, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, France, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,99, United-States, <=50K
27, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,30, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
34, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, England, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,4088,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1737,60, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,74, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,60, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3601,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,99999,0,40, United-States, >50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,1768,30, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Philippines, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,5178,0,35, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,2814,0,40, France, <=50K
24, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,50, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
70, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Male,0,0,11, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, El-Salvador, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
79, Private, 5th-6th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,10, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Japan, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,17, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
38, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
20, State-gov, 12th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
58, Local-gov, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Without-pay, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,26, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
53, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Separated, Other-service, Not-in-family, White, Male,0,0,20, Mexico, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,20, Mexico, >50K
47, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,5013,0,40, Germany, <=50K
31, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Prof-school, Divorced, Craft-repair, Not-in-family, White, Male,3971,0,52, United-States, <=50K
40, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-spouse-absent, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, China, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,47, United-States, >50K
38, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Greece, <=50K
59, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
