47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1937,48, Dominican-Republic, >50K
24, Private, 10th, Never-married, Protective-serv, Own-child, White, Female,0,0,13, Cambodia, <=50K
40, Self-emp-not-inc, 5th-6th, Separated, Sales, Not-in-family, White, Male,0,0,52, Thailand, <=50K
18, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, Cambodia, >50K
43, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,48, Nicaragua, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Poland, >50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,48, Greece, <=50K
33, Private, Doctorate, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,45, Cambodia, >50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Italy, <=50K
49, Local-gov, 9th, Divorced, Sales, Husband, White, Female,0,0,70, El-Salvador, >50K
34, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Greece, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, >50K
49, Local-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,86, Ecuador, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,25, Cambodia, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Ireland, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Philippines, >50K
37, Private, Some-college, Divorced, Priv-house-serv, Unmarried, White, Female,0,1582,40, Portugal, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Peru, <=50K
51, Self-emp-not-inc, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
63, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,45, Haiti, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, Peru, <=50K
40, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Other, Male,0,0,38, Philippines, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,3210,0,45, Nicaragua, >50K
52, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
51, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
44, Private, Preschool, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, Puerto-Rico, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,72, Portugal, <=50K
23, Self-emp-inc, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,50, Columbia, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Laos, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, Portugal, >50K
19, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,16, Portugal, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3703,0,50, United-States, >50K
30, Private, 12th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
50, Federal-gov, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Greece, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Dominican-Republic, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, Haiti, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,24, Honduras, <=50K
29, Private, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,30, El-Salvador, <=50K
30, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, India, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,37, United-States, <=50K
40, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Black, Male,0,2401,40, Mexico, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,24, Cambodia, <=50K
38, Local-gov, Prof-school, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
53, Private, 5th-6th, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,30, Thailand, <=50K
48, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Greece, <=50K
27, Private, 12th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Hong, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, France, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, Mexico, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,18, Taiwan, <=50K
57, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
49, Local-gov, HS-grad, Separated, Sales, Husband, White, Female,0,0,40, Hong, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Cuba, >50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, England, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
23, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Male,0,0,35, Hungary, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Ireland, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,30, Honduras, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,15, South, <=50K
53, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, Hong, >50K
29, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, England, >50K
18, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,20, England, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,1840,8, Scotland, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Philippines, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
56, Private, Some-college, Divorced, Protective-serv, Unmarried, Black, Male,0,0,40, Portugal, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Ireland, <=50K
32, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Hungary, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,50, Vietnam, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Philippines, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,30, Italy, >50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
56, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Female,12139,0,45, Hong, >50K
35, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,2060,65, Laos, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, India, >50K
55, Self-emp-not-inc, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Female,0,0,40, Greece, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,17, Mexico, <=50K
41, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,60, United-States, <=50K
60, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,2459,50, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
55, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Taiwan, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,5178,0,40, England, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Tech-support, Own-child, Other, Female,0,0,20, Cambodia, <=50K
63, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, China, <=50K
34, State-gov, Assoc-acdm, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
28, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Greece, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
32, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, Nicaragua, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,1887,40, Japan, <=50K
58, Private, HS-grad, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
67, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hungary, >50K
22, Local-gov, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,37, Portugal, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Ireland, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Haiti, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5125,0,40, Philippines, >50K
83, Local-gov, 10th, Widowed, Craft-repair, Husband, Other, Male,0,0,16, Greece, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Canada, <=50K
53, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
30, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, United-States, >50K
51, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, Laos, <=50K
44, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Ecuador, >50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Iran, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Philippines, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, China, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Japan, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Columbia, >50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,54, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,1902,30, Laos, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, Puerto-Rico, >50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,40, Germany, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,5178,0,45, Poland, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Italy, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
46, Federal-gov, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Vietnam, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
33, Private, Some-college, Divorced, Sales, Unmarried, Black, Male,3103,0,35, Poland, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Thailand, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,38, United-States, >50K
