25, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,11887,0,50, India, >50K
67, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,10, Puerto-Rico, <=50K
36, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,1, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Columbia, <=50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
45, Local-gov, 12th, Never-married, Exec-managerial, Wife, Other, Female,0,0,50, Germany, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Cuba, <=50K
61, Private, Some-college, Widowed, Transport-moving, Wife, White, Female,0,0,30, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, England, <=50K
48, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,1670,40, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, China, >50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,80, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, South, <=50K
48, State-gov, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,22, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Nicaragua, >50K
34, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
58, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Wife, White, Female,15024,0,14, United-States, >50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, United-States, <=50K
81, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Poland, <=50K
64, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,3329,0,50, Cuba, <=50K
49, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Columbia, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,24, United-States, <=50K
39, Private, Some-college, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, >50K
26, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, Japan, <=50K
56, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2352,50, France, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, Italy, <=50K
61, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, South, >50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, Masters, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
31, Local-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, <=50K
37, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
68, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
36, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,1671,20, United-States, <=50K
46, Federal-gov, 9th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Italy, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,47, United-States, <=50K
36, Local-gov, Assoc-voc, Separated, Craft-repair, Husband, White, Male,0,1704,40, France, <=50K
55, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1731,40, England, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,41, Mexico, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,44, United-States, <=50K
38, Private, Masters, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Germany, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, India, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,32, Philippines, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
35, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
24, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,1605,50, United-States, <=50K
20, Private, Bachelors, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
32, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Portugal, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, Iran, >50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,14884,0,40, England, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,7687,0,35, United-States, >50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,42, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, Germany, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, France, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, Mexico, >50K
29, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,6441,0,40, South, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Hong, <=50K
58, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,20, Laos, <=50K
29, State-gov, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,6293,0,50, United-States, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
69, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, <=50K
60, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Black, Male,10998,0,40, United-States, >50K
25, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
66, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, Scotland, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Japan, >50K
51, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,50, Hungary, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Jamaica, <=50K
