51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
32, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, China, <=50K
58, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,29, Outlying-US(Guam-USVI-etc), >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,50, England, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,29, France, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Thailand, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,45, Philippines, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,23, Cuba, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, Philippines, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Haiti, >50K
74, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Cuba, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Japan, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,29, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Poland, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Vietnam, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,45, Scotland, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Philippines, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
63, Private, 10th, Divorced, Tech-support, Wife, Black, Male,3443,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Ireland, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
44, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,3061,75, Hong, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,40, Iran, <=50K
51, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,40, Vietnam, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Philippines, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Poland, >50K
45, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, >50K
57, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,8, Greece, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,29, India, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, India, <=50K
24, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Dominican-Republic, >50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Philippines, <=50K
55, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, White, Male,15023,0,40, Jamaica, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,70, El-Salvador, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Iran, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Thailand, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
20, Private, 11th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, >50K
61, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,40, Dominican-Republic, >50K
29, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
42, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,60, Peru, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
46, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,2602,0,50, Japan, <=50K
36, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,45, South, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, Nicaragua, <=50K
68, Local-gov, Some-college, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, France, <=50K
34, Self-emp-not-inc, 9th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
48, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,60, Vietnam, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Cambodia, <=50K
42, Private, HS-grad, Widowed, Machine-op-inspct, Own-child, White, Female,0,0,34, Honduras, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
60, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,3339,0,40, Jamaica, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
20, Private, Assoc-acdm, Separated, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
39, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
28, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Ireland, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,3444,0,40, Mexico, <=50K
47, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,9158,0,40, England, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, India, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Ecuador, >50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
36, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, >50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3095,0,10, Hungary, >50K
48, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Cambodia, <=50K
24, Private, 10th, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, Columbia, <=50K
56, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,10, Taiwan, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
31, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
18, Private, 10th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, Cambodia, >50K
22, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Germany, <=50K
17, Private, 10th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Columbia, <=50K
28, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, India, <=50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Italy, >50K
54, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,2206,40, Yugoslavia, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Peru, <=50K
63, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,29, Scotland, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
30, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,60, Canada, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Portugal, <=50K
38, State-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,29, South, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, India, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Hungary, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Laos, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,11, Cuba, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
28, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,29, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20, United-States, >50K
54, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,2873,0,40, Cuba, <=50K
48, Private, Assoc-acdm, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,23, France, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Germany, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Puerto-Rico, >50K
37, Private, Some-college, Divorced, Transport-moving, Husband, Black, Male,0,0,84, Guatemala, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
41, Without-pay, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Cambodia, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, France, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
50, Self-emp-not-inc, Prof-school, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,5371,0,99, India, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Dominican-Republic, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, >50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Japan, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, Trinadad&Tobago, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Guatemala, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, England, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Jamaica, >50K
49, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
41, Private, 5th-6th, Separated, Transport-moving, Unmarried, White, Male,0,0,40, South, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,60, Ireland, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, Hong, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
23, Local-gov, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,29, El-Salvador, <=50K
51, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Portugal, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Iran, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Philippines, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,50, Ireland, >50K
65, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, China, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, China, <=50K
