42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Peru, <=50K
60, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Vietnam, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Other-relative, White, Female,7195,0,40, Scotland, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,36, Poland, <=50K
60, Self-emp-not-inc, 9th, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Iran, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,72, Haiti, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Germany, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Columbia, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,65, Italy, >50K
56, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,12788,0,40, Outlying-US(Guam-USVI-etc), >50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,15, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Poland, >50K
33, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, India, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,2093,0,40, Cuba, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,25, Cuba, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,2092,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, China, >50K
29, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
39, Private, Masters, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,9444,0,40, Cuba, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,1661,40, Germany, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
24, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Jamaica, >50K
71, State-gov, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,8, United-States, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hong, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,45, Columbia, <=50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,55, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
29, Private, Masters, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Yugoslavia, >50K
48, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, Canada, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,46, England, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Jamaica, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, Honduras, >50K
53, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Hong, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
32, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,55, Peru, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, South, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
24, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,40, Philippines, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1872,60, Trinadad&Tobago, >50K
27, Without-pay, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,40, South, <=50K
23, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, England, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,45, Italy, >50K
33, State-gov, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
40, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Peru, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Jamaica, >50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, >50K
46, Private, Assoc-voc, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
37, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
56, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,11, Columbia, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Haiti, <=50K
57, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
63, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1670,40, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,6073,0,75, Iran, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Jamaica, >50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
46, Private, HS-grad, Separated, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,54, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Thailand, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Cuba, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Philippines, <=50K
21, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,50, Laos, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Scotland, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, France, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,35, Hong, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,35, South, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Italy, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Trinadad&Tobago, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Italy, >50K
28, State-gov, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,3111,0,10, Germany, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, Hong, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1740,40, Mexico, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,27, Jamaica, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Portugal, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,36, England, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, Puerto-Rico, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1822,40, France, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Taiwan, <=50K
52, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Iran, <=50K
48, Self-emp-inc, Bachelors, Separated, Farming-fishing, Husband, Other, Female,0,0,72, Peru, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,45, Haiti, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, State-gov, 11th, Never-married, Other-service, Unmarried, Black, Female,2413,0,32, Peru, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
40, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
60, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,14, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,65, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Ecuador, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
53, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
19, Local-gov, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
74, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
30, Private, Some-college, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, Honduras, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Thailand, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Thailand, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,5055,0,40, Iran, >50K
27, State-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1902,45, Dominican-Republic, >50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, <=50K
69, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,5, Nicaragua, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,36, Guatemala, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,30, Guatemala, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,60, Columbia, <=50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Cuba, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1630,48, Dominican-Republic, <=50K
60, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, United-States, <=50K
58, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,5158,0,40, Greece, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1848,60, Laos, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Taiwan, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,99, Italy, <=50K
34, Local-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,59, Cuba, <=50K
35, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,2121,99, El-Salvador, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Italy, >50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
