28, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
38, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,79, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, Hong, <=50K
23, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
59, Local-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
38, Private, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,38, Mexico, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,4611,0,45, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
31, State-gov, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,1902,60, United-States, <=50K
60, Private, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, France, <=50K
60, Self-emp-inc, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,26, United-States, >50K
59, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,4420,0,40, United-States, <=50K
67, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Guatemala, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,2, United-States, >50K
38, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, France, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
73, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,20, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Italy, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,85, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, >50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,7298,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,17, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
53, Self-emp-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,32, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
45, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
26, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
62, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,5178,0,45, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Hong, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, South, <=50K
31, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,25, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
68, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2400,50, United-States, >50K
37, Federal-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
68, Federal-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,16, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, >50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,2, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
50, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States, >50K
17, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,6, United-States, <=50K
69, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,7298,0,50, United-States, >50K
28, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,7326,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
29, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Ecuador, <=50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
26, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,2, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,7298,0,40, United-States, >50K
59, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Local-gov, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Ireland, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
