56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
50, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
63, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,1515,0,30, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Sales, Wife, Black, Female,0,0,27, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Mexico, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,57, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
63, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, <=50K
47, State-gov, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1902,40, United-States, >50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,37, Germany, >50K
30, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1864,40, United-States, <=50K
45, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,27, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, South, >50K
35, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7005,0,40, United-States, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,3054,0,40, United-States, <=50K
28, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Ireland, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
80, Private, 5th-6th, Widowed, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 10th, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
34, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
54, Self-emp-not-inc, 7th-8th, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
69, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
43, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,3, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
27, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,2244,0,40, United-States, <=50K
32, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,1887,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2217,40, United-States, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
69, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
31, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,3137,0,50, United-States, <=50K
51, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
40, Private, 11th, Separated, Sales, Unmarried, Black, Female,0,0,38, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,35, Nicaragua, >50K
52, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,39, United-States, <=50K
27, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
63, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2349,25, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,26736,0,58, Haiti, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,2956,0,45, United-States, <=50K
58, State-gov, Some-college, Divorced, Sales, Wife, White, Female,0,0,38, United-States, <=50K
55, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
51, Federal-gov, 10th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,52, United-States, <=50K
59, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,99999,0,40, Philippines, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
25, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,45, United-States, >50K
53, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, 10th, Separated, Sales, Husband, White, Male,0,0,70, United-States, >50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,16, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Widowed, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
75, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Vietnam, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,15024,0,40, Cambodia, >50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,99999,0,40, United-States, >50K
53, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Jamaica, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,16, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
59, Private, Some-college, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
