45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,71, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
62, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,14, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,7687,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, >50K
30, Private, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,65, United-States, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,36, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
19, Private, Prof-school, Never-married, Sales, Husband, White, Male,3741,0,50, United-States, >50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
49, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Husband, White, Male,4083,0,48, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Japan, >50K
20, Local-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
66, Private, Masters, Widowed, Exec-managerial, Husband, White, Female,0,0,10, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,4736,0,40, United-States, >50K
64, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States, <=50K
49, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Germany, >50K
49, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
53, Private, 1st-4th, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,8767,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
52, Local-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Transport-moving, Own-child, White, Male,0,0,22, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,5168,0,45, United-States, >50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
37, Private, Assoc-voc, Separated, Prof-specialty, Husband, White, Male,3848,0,45, United-States, >50K
68, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,2196,0,40, United-States, >50K
60, Private, 12th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,15024,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, 10th, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,35, Japan, <=50K
23, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,5178,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,3, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,2260,0,50, United-States, >50K
34, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
59, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,34, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
68, Private, Assoc-acdm, Divorced, Sales, Husband, Black, Male,7687,0,35, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,30, United-States, >50K
44, State-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,1977,40, United-States, >50K
50, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Federal-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Private, Prof-school, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
55, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,1887,54, United-States, >50K
22, Local-gov, 11th, Never-married, Sales, Own-child, White, Male,4094,0,26, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,4098,0,40, United-States, >50K
37, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,36, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
22, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,6, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,3915,0,40, United-States, <=50K
25, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4488,0,45, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Taiwan, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,5123,0,36, United-States, >50K
55, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,50, United-States, >50K
66, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,1887,25, El-Salvador, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
46, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
32, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,7298,0,40, United-States, <=50K
60, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, Prof-school, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
58, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,38, Poland, <=50K
29, Private, Assoc-voc, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,4386,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,1902,25, United-States, <=50K
